Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ24030750020169RH6,118.077,5.0001,4.9993,PASSED,PASSED,PASSED,PASSED,313.6,204.8,FAIL,8/8/2024 10:56:35 AM
ZJ24030750020365RH6,115.522,4.99962,4.99991,PASSED,PASSED,PASSED,PASSED,203.2,291.2,FAIL,8/8/2024 10:58:19 AM
ZJ24030750020827RH6,122.671,4.99984,5.00021,PASSED,FAILED,PASSED,PASSED,285.6,225.6,FAIL,8/8/2024 10:59:25 AM
ZJ24030750020827RH6,123.42,4.99992,4.9998,PASSED,FAILED,PASSED,PASSED,252,215.2,FAIL,8/8/2024 11:00:40 AM
ZJ24030750020827RH6,123.937,4.99962,4.99999,PASSED,FAILED,FAILED,FAILED,271.2,213.6,FAIL,8/8/2024 11:02:01 AM
ZJ24030750020027RH6,114.857,4.99968,5.00046,PASSED,PASSED,PASSED,PASSED,202.4,314.4,FAIL,8/8/2024 11:03:01 AM
ZJ24030750020428RH6,115.431,5.00004,4.99994,PASSED,PASSED,PASSED,PASSED,190.4,314.4,FAIL,8/8/2024 11:04:00 AM
ZJ24030750020649RH6,115.825,5.00048,4.99998,PASSED,FAILED,PASSING,PASSED,252.8,160.8,FAIL,8/8/2024 11:05:09 AM
ZJ24030750020649RH6,116.403,4.99992,5.00013,PASSED,PASSED,PASSED,PASSED,245.2,161.6,FAIL,8/8/2024 11:06:25 AM
ZJ24030750020649RH6,116.705,5.00016,5.00047,PASSED,PASSED,PASSED,PASSED,232.8,149.2,FAIL,8/8/2024 11:07:47 AM
ZJ24030750020643RH6,118.934,5.00004,5.00012,PASSED,PASSED,PASSED,PASSED,196,315.2,FAIL,8/8/2024 11:08:47 AM
ZJ24030750020643RH6,119.486,5.00014,4.99959,PASSED,PASSED,PASSED,PASSED,183.6,306,FAIL,8/8/2024 11:10:00 AM
ZJ24030750020482RH6,116.53,5.00018,5.00016,PASSED,PASSED,PASSED,PASSED,235.6,297.2,PASS,8/8/2024 11:11:03 AM
ZJ24030750020200RH6,122.074,5,5.00008,PASSED,PASSED,PASSING,PASSED,295.6,192.4,FAIL,8/8/2024 11:12:17 AM
ZJ24030750020200RH6,123.184,4.99982,5.00023,PASSED,PASSED,PASSED,PASSED,285.6,185.2,FAIL,8/8/2024 11:13:29 AM
ZJ24030750020223RH6,118.866,5.00028,4.99995,PASSED,PASSED,PASSED,PASSED,156.8,280.8,FAIL,8/8/2024 11:14:40 AM
ZJ24030750020572RH6,114.664,4.9999,5,PASSED,PASSED,PASSED,PASSED,252,230.4,PASS,8/8/2024 11:16:54 AM
ZJ24030750020177RH6,117.723,4.99968,5.00086,PASSED,PASSED,PASSED,PASSED,306.4,150.4,FAIL,8/8/2024 11:18:11 AM
ZJ24030750020680RH6,116.113,4.99992,5.00017,PASSED,PASSED,PASSED,PASSED,188,271.2,FAIL,8/8/2024 11:19:25 AM
ZJ24030750020634RH6,113.92,5,4.99957,PASSED,FAILED,PASSED,PASSED,250.8,136,FAIL,8/8/2024 11:20:38 AM
ZJ24030750020634RH6,114.554,4.99976,4.99939,PASSED,FAILED,PASSED,PASSED,238.4,133.6,FAIL,8/8/2024 11:22:07 AM
ZJ24030750020827RH6,122.499,4.99984,5.00006,PASSED,FAILED,FAILED,FAILED,272.8,240.8,FAIL,8/8/2024 12:02:41 PM
ZJ24030750020827RH6,123.415,5.0002,4.99919,PASSED,PASSED,PASSING,PASSED,288.8,196,FAIL,8/8/2024 12:03:47 PM
ZJ24030750020827RH6,123.853,5.00026,4.99946,PASSED,PASSED,PASSED,PASSED,279.2,249.2,PASS,8/8/2024 12:04:39 PM
ZJ24030750020827RH6,123.992,5.00012,5.00023,PASSED,PASSED,PASSED,PASSED,257.6,223.2,FAIL,8/8/2024 12:05:39 PM
ZJ24030750020559RH6,113.23,5.00004,4.99992,PASSED,PASSED,PASSED,PASSED,-267.2,282.4,FAIL,8/8/2024 12:06:35 PM
ZJ24030750020574RH6,115.197,5.0001,5.00065,PASSED,PASSED,PASSED,PASSED,150,316,FAIL,8/8/2024 12:07:37 PM
ZJ24030750020484RH6,115.64,4.99984,4.99981,PASSED,PASSED,PASSED,PASSED,213.6,289.6,FAIL,8/8/2024 12:08:51 PM
ZJ24030750020075RH6,114.909,5.00038,5.00029,PASSED,PASSED,PASSED,PASSED,217.2,235.2,FAIL,8/8/2024 12:09:56 PM
ZJ24030750020732RH6,114.931,5.0002,4.99985,PASSED,PASSED,PASSED,PASSED,228.8,275.2,PASS,8/8/2024 12:10:52 PM
ZJ24030750020774RH6,114.781,5.00044,5.0003,PASSED,PASSED,PASSED,PASSED,163.2,300,FAIL,8/8/2024 12:12:00 PM
ZJ24030750020083RH6,116.124,5.00004,4.99995,PASSED,PASSED,PASSED,PASSED,226,239.2,PASS,8/8/2024 12:12:54 PM
ZJ24030750020279RH6,115.139,5.0004,5.0001,PASSED,PASSED,PASSED,PASSED,228,231.2,PASS,8/8/2024 12:14:16 PM
ZJ24030750020604RH6,115.146,4.99966,4.99973,PASSED,PASSED,PASSED,PASSED,292.4,240.8,PASS,8/8/2024 12:15:24 PM
ZJ24030750020670RH6,114.541,5.00024,5.00007,PASSED,PASSED,PASSED,PASSED,189.6,251.2,FAIL,8/8/2024 12:16:41 PM
ZJ24030750020808RH6,118.41,5.00012,4.9993,PASSED,PASSED,PASSED,PASSED,132,260.8,FAIL,8/8/2024 12:17:40 PM
ZJ24030750020316RH6,122.043,5.00028,5.00011,PASSED,PASSED,PASSED,PASSED,200.4,194.8,FAIL,8/8/2024 12:19:09 PM
ZJ24030750020272RH6,114.684,5.00016,4.99954,PASSED,PASSED,PASSED,PASSED,192,296.8,FAIL,8/8/2024 12:20:21 PM
ZJ24030750020757RH6,113.791,4.99936,4.99992,PASSED,PASSED,PASSED,PASSED,250.8,175.2,FAIL,8/8/2024 12:21:26 PM
ZJ24030750020215RH6,115.202,4.99998,5.00001,PASSED,PASSED,PASSED,PASSED,194.4,255.6,FAIL,8/8/2024 12:22:25 PM
ZJ24030750020198RH6,118.024,4.99994,4.99999,PASSED,PASSED,PASSED,PASSED,307.2,158.8,FAIL,8/8/2024 12:23:39 PM
ZJ24030750020164RH6,120.423,4.99996,4.99971,PASSED,PASSED,PASSED,PASSED,285.6,164.8,FAIL,8/8/2024 12:24:43 PM
ZJ24030750020415RH6,116.372,4.99996,4.99998,PASSED,PASSED,PASSED,PASSED,276.8,140,FAIL,8/8/2024 12:25:43 PM
ZJ24030750020475RH6,113.987,5.00028,5.00044,PASSED,PASSED,PASSING,PASSED,254,204.8,FAIL,8/8/2024 12:27:04 PM
ZJ24030750020576RH6,115.511,4.99988,5.00003,PASSED,FAILED,PASSED,PASSED,284,-172.4,FAIL,8/8/2024 12:28:17 PM
ZJ24030750020057RH6,115.481,5.00028,5.00033,PASSED,FAILED,PASSED,PASSED,141.6,258.8,FAIL,8/8/2024 12:29:28 PM
ZJ24030750020694RH6,114.905,4.99968,5.00013,PASSED,PASSED,PASSED,PASSED,228,297.6,PASS,8/8/2024 12:30:27 PM
ZJ24030750020057RH6,115.801,4.99992,4.99984,PASSED,PASSED,PASSED,PASSED,133.6,244.8,FAIL,8/8/2024 12:31:32 PM
ZJ24030750020175RH6,118.198,5.00048,4.99963,PASSED,PASSED,PASSED,PASSED,274.4,165.6,FAIL,8/8/2024 12:32:49 PM
ZJ24030750020280RH6,115.352,5.00012,5.00015,PASSED,PASSED,PASSED,PASSED,177.6,263.2,FAIL,8/8/2024 12:33:52 PM
