Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ24030750020770RH6,114.592,4.99984,5.00021,PASSED,PASSED,PASSED,PASSED,218.4,320,PASS,8/14/2024 8:37:03 AM
ZJ24030750020728RH6,114.802,4.99994,5.00061,PASSED,FAILED,FAILED,FAILED,273.6,290.4,FAIL,8/14/2024 8:38:28 AM
ZJ24030750020728RH6,115.428,4.99958,5.00022,PASSED,PASSED,PASSING,PASSED,263.2,274.4,PASS,8/14/2024 8:39:35 AM
ZJ24030750020350RH6,115.531,4.99984,5.00001,PASSED,PASSED,PASSING,PASSED,268,265.2,PASS,8/14/2024 8:40:45 AM
ZJ24030750020402RH6,114.364,5.00004,5,PASSED,PASSED,PASSED,PASSED,273.2,263.6,PASS,8/14/2024 8:41:51 AM
ZJ24030750020542RH6,115.067,5.00006,4.9997,PASSED,PASSED,PASSED,PASSED,285.6,-240.8,FAIL,8/14/2024 8:43:31 AM
ZJ24030750020096RH6,115.438,4.9998,5.00006,PASSED,PASSED,PASSING,PASSED,-271.2,294.4,FAIL,8/14/2024 8:44:34 AM
ZJ24030750020116RH6,122.46,5,4.99985,PASSED,PASSED,PASSED,PASSED,-264,282,FAIL,8/14/2024 8:45:56 AM
ZJ24030750020063RH6,115.253,4.99982,4.99993,PASSED,PASSED,PASSED,PASSED,-256.4,291.6,FAIL,8/14/2024 8:47:00 AM
ZJ24030750020724RH6,113.438,4.99968,5.0001,PASSED,PASSED,PASSED,PASSED,-259.2,288.8,FAIL,8/14/2024 8:48:05 AM
ZJ24030750020053RH6,114.856,4.99992,5.0002,PASSED,FAILED,FAILED,FAILED,194.4,-212,FAIL,8/14/2024 8:49:21 AM
ZJ24030750020053RH6,115.578,4.9998,4.99956,PASSED,PASSED,PASSING,PASSED,188,-223.6,FAIL,8/14/2024 8:50:58 AM
ZJ24030750020427RH6,114.312,5.00008,4.99986,PASSED,PASSED,PASSED,PASSED,-268.8,282.4,FAIL,8/14/2024 8:53:40 AM
ZJ24030750020124RH6,121.415,4.99974,5.00012,PASSED,PASSED,PASSED,PASSED,164.8,-233.6,FAIL,8/14/2024 8:55:24 AM
ZJ24030750020140RH6,114.442,5.00008,4.99974,PASSED,PASSED,PASSING,PASSED,191.6,-250.4,FAIL,8/14/2024 8:57:09 AM
ZJ24030750020647RH6,113.953,5.0003,5.00042,PASSED,PASSED,PASSED,PASSED,207.2,-232.8,FAIL,8/14/2024 8:59:10 AM
ZJ24030750020062RH6,116.187,5.00056,5,PASSED,PASSED,PASSED,PASSED,-298.4,280,FAIL,8/14/2024 9:01:09 AM
ZJ24030750020584RH6,115.149,5.0003,5.00017,PASSED,PASSED,PASSED,PASSED,288.8,-198.8,FAIL,8/14/2024 9:02:53 AM
ZJ24030750020479RH6,115.769,5.00018,5.00036,PASSED,PASSED,PASSED,PASSED,244.8,-210.4,FAIL,8/14/2024 9:04:35 AM
ZJ24030750020042RH6,114.739,4.99956,5.00065,PASSED,FAILED,PASSING,PASSED,109.6,292.8,FAIL,8/14/2024 9:06:15 AM
ZJ24030750020042RH6,115.398,4.9995,5.00042,PASSED,PASSED,PASSED,PASSED,105.6,320,PASS,8/14/2024 9:07:31 AM
ZJ24030750020226RH6,115.936,4.9996,4.99954,PASSED,PASSED,PASSED,PASSED,-248.8,324,FAIL,8/14/2024 9:08:58 AM
ZJ24030750020240RH6,114.763,5.00002,5.00045,PASSED,PASSED,PASSED,PASSED,-264.8,283.2,FAIL,8/14/2024 9:13:31 AM
ZJ24030750020433RH6,123.406,4.99992,4.99921,PASSED,PASSED,PASSED,PASSED,-249.6,251.2,FAIL,8/14/2024 9:15:10 AM
ZJ24030750020870RH6,115.526,4.99956,5.00012,PASSED,FAILED,PASSING,PASSED,286,-202,FAIL,8/14/2024 9:17:08 AM
ZJ24030750020870RH6,116.211,4.99976,5.00036,PASSED,PASSED,PASSING,PASSED,276,-208.8,FAIL,8/14/2024 9:18:19 AM
ZJ24030750020430RH6,114.947,5.00016,5.00004,PASSED,PASSED,PASSED,PASSED,168.8,-232.8,FAIL,8/14/2024 9:20:02 AM
ZJ24030750020778RH6,116.204,5.00004,5.00002,PASSED,PASSED,FAILED,FAILED,296,-225.6,FAIL,8/14/2024 9:21:53 AM
ZJ24030750020778RH6,116.827,4.99966,5.00028,PASSED,PASSED,PASSED,PASSED,304.8,-198,FAIL,8/14/2024 9:23:10 AM
ZJ24030750020012RH6,118.803,5.0004,5.0001,PASSED,PASSED,PASSED,PASSED,248,-243.6,FAIL,8/14/2024 9:24:46 AM
ZJ24030750020201RH6,117.855,4.9995,4.99976,PASSED,PASSED,PASSED,PASSED,255.6,-223.6,FAIL,8/14/2024 9:26:22 AM
ZJ24030750020353RH6,115.648,5.00046,5.00016,PASSED,PASSED,PASSED,PASSED,309.6,-228.8,FAIL,8/14/2024 9:28:00 AM
ZJ24030750020184RH6,122.13,5.00026,5.00019,PASSED,PASSED,PASSED,PASSED,-264.8,318.4,FAIL,8/14/2024 9:30:18 AM
ZJ24030750020014RH6,120.633,5.00008,4.99998,PASSED,PASSED,PASSING,PASSED,213.6,180.8,PASS,8/14/2024 9:31:55 AM
ZJ24030750020015RH6,122.903,4.99988,5.00029,PASSED,PASSED,PASSED,PASSED,183.2,179.6,PASS,8/14/2024 9:33:20 AM
ZJ24030750020769RH6,115.302,4.99964,4.9996,PASSED,PASSED,PASSED,PASSED,135.2,194.4,PASS,8/14/2024 9:34:21 AM
ZJ24030750020612RH6,114.849,4.99994,5.00039,PASSED,FAILED,PASSED,PASSED,180.8,169.6,FAIL,8/14/2024 9:35:38 AM
ZJ24030750020612RH6,115.305,5.00008,4.99964,PASSED,FAILED,FAILED,FAILED,196,224.8,FAIL,8/14/2024 9:37:05 AM
ZJ24030750020590RH6,119.346,5.00026,4.99978,PASSED,PASSED,PASSED,PASSED,225.6,178.4,PASS,8/14/2024 9:38:00 AM
ZJ24030750020221RH6,115.741,5.00022,4.99952,PASSED,PASSED,PASSED,PASSED,175.2,210.8,PASS,8/14/2024 9:39:11 AM
ZJ24030750020219RH6,115.835,5.00034,5.00009,PASSED,PASSED,PASSED,PASSED,158.4,158.4,PASS,8/14/2024 9:40:17 AM
ZJ24030750020241RH6,118.804,5.00004,5.00032,PASSED,PASSED,PASSING,PASSED,-260,223.2,FAIL,8/14/2024 9:41:25 AM
ZJ24030750020033RH6,119.782,5.00022,5.00033,PASSED,PASSED,PASSED,PASSED,-247.2,286.4,FAIL,8/14/2024 9:42:55 AM
ZJ24030750020113RH6,117.208,4.99992,5.00029,PASSED,PASSED,PASSING,PASSED,-263.2,306.4,FAIL,8/14/2024 9:44:43 AM
ZJ24030750020796RH6,123.888,5.00024,4.9995,PASSED,PASSED,PASSED,PASSED,203.6,175.2,PASS,8/14/2024 9:46:11 AM
ZJ24030750020127RH6,116.103,4.99988,5.00008,PASSED,PASSED,PASSED,PASSED,262.4,-256.8,FAIL,8/14/2024 9:47:27 AM
ZJ24030750020186RH6,116.874,4.9996,5.0002,PASSED,PASSED,PASSED,PASSED,284,-210.4,FAIL,8/14/2024 9:50:39 AM
ZJ24030750020815RH6,115.166,4.99976,4.99998,PASSED,PASSED,FAILED,FAILED,-245.6,312.8,FAIL,8/14/2024 9:52:21 AM
ZJ24030750020760RH6,116.183,4.99934,4.99988,PASSED,PASSED,PASSED,PASSED,178.4,-225.6,FAIL,8/14/2024 9:53:25 AM
ZJ24030750020559RH6,113.372,5.00056,5.00007,PASSED,PASSED,PASSED,PASSED,-247.2,266.8,FAIL,8/14/2024 9:54:23 AM
ZJ24030750020840RH6,118.631,4.99986,4.99942,PASSED,PASSED,PASSED,PASSED,-254.4,305.2,FAIL,8/14/2024 9:56:54 AM
ZJ24030750020760RH6,116.655,5.00044,5.0004,PASSED,PASSED,PASSED,PASSED,171.2,-240,FAIL,8/14/2024 9:58:55 AM
ZJ24030750020815RH6,115.17,4.99982,4.99996,PASSED,PASSED,PASSED,PASSED,-236.8,307.6,FAIL,8/14/2024 9:59:57 AM
ZJ24030750020612RH6,114.801,5.00026,4.9998,PASSED,FAILED,FAILED,FAILED,170.4,216.8,FAIL,8/14/2024 10:12:02 AM
ZJ24030750020612RH6,115.401,5.00032,4.99998,PASSED,FAILED,PASSED,PASSED,175.2,188,FAIL,8/14/2024 10:13:00 AM
ZJ24030750020612RH6,115.578,5.00044,4.99958,PASSED,PASSED,FAILED,FAILED,166.4,204.8,FAIL,8/14/2024 10:14:01 AM
ZJ24030750020790RH6,114.986,5.00004,4.99989,PASSED,PASSED,FAILED,FAILED,280,327.2,FAIL,8/14/2024 10:15:11 AM
ZJ24030750020238RH6,120.373,5.00004,4.99941,PASSED,PASSED,PASSED,PASSED,279.2,304.8,PASS,8/14/2024 10:16:25 AM
ZJ24030750020021RH6,115.745,4.99984,4.99967,PASSED,PASSED,PASSED,PASSED,259.2,308,PASS,8/14/2024 10:17:36 AM
ZJ24030750020157RH6,115.814,4.99956,4.99986,PASSED,PASSED,PASSING,PASSED,263.2,266.4,PASS,8/14/2024 10:20:16 AM
ZJ24030750020612RH6,114.948,5.00044,5.00028,PASSED,FAILED,PASSED,PASSED,188.8,189.6,FAIL,8/14/2024 10:22:10 AM
ZJ24030750020612RH6,115.431,4.99996,5.00004,PASSED,FAILED,PASSED,PASSED,187.2,210.4,FAIL,8/14/2024 10:23:11 AM
ZJ24030750020790RH6,115.294,5.00008,5.00003,PASSED,FAILED,FAILED,FAILED,292.8,316,FAIL,8/14/2024 10:24:49 AM
ZJ24030750020790RH6,115.771,4.99986,5.00018,PASSED,PASSED,PASSED,PASSED,289.6,314.4,PASS,8/14/2024 10:26:18 AM
ZJ24030750020612RH6,115.226,4.99936,4.99963,PASSED,FAILED,FAILED,FAILED,180.8,220,FAIL,8/14/2024 10:28:01 AM
ZJ24030750020612RH6,115.6,5.00006,4.99996,PASSED,PASSED,PASSED,PASSED,178.4,206.4,PASS,8/14/2024 10:29:15 AM
