Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ24010900010065RH6,116.336,4.99996,5.0005,PASSED,PASSED,FAILED,PASSED,308.8,271.6, --- , 5.0002,4.99961,PASSED,PASSED,FAILED,PASSED,313.6,284.8,FAIL,7/10/2024 7:08:08 AM
ZJ24010900010065RH6,116.886,5.00044,5.00047,PASSED,PASSED,FAILED,PASSED,321.6,274.8, --- , 5.00064,4.9998,PASSED,PASSED,FAILED,PASSED,310.4,270.8,FAIL,7/10/2024 7:10:06 AM
ZJ24010900010111RH6,118.375,4.99996,5.00008,PASSED,FAILED,FAILED,PASSED,304,296, --- , 5,4.99981,PASSED,PASSED,FAILED,PASSED,268,294.4,FAIL,7/10/2024 7:12:26 AM
ZJ24010900010407RH6,117.39,5.00004,5.00045,PASSED,FAILED,FAILED,PASSED,254.4,321.6, --- , 5,5.00003,PASSED,FAILED,FAILED,FAILED,265.6,333.6,FAIL,7/10/2024 7:14:27 AM
ZJ24010900010092RH6,117.731,4.99972,5.00017,PASSED,PASSED,PASSED,PASSED,292.8,305.6,PASS,7/10/2024 7:15:47 AM
ZJ24010900010172RH6,118.667,4.9999,5.00007,PASSED,PASSED,PASSED,PASSED,243.2,304.8,PASS,7/10/2024 7:17:34 AM
ZJ24010900010400RH6,117.62,4.99996,5.0002,PASSED,FAILED,FAILED,PASSED,252,316.8, --- , 5.00034,4.99971,PASSED,FAILED,PASSED,PASSED,271.2,292,FAIL,7/10/2024 7:19:17 AM
ZJ24010900010400RH6,118.332,4.99992,5.00025,PASSED,PASSED,PASSED,PASSED,284,291.2,PASS,7/10/2024 7:20:28 AM
ZJ24010900010094RH6,117.259,5.00052,5.00015,PASSED,PASSED,FAILED,PASSED,142.8,333.6, --- , 4.99998,5.00012,PASSED,FAILED,FAILED,FAILED,109.6,346.4,FAIL,7/10/2024 7:22:22 AM
ZJ24010900010104RH6,117.511,4.99984,5.00013,PASSED,FAILED,FAILED,FAILED,217.6,286.4, --- , 4.9998,5.00029,PASSED,PASSED,PASSED,PASSED,204,276.8,FAIL,7/10/2024 7:24:21 AM
ZJ24010900010173RH6,117.55,5.0001,5.0001,PASSED,PASSED,PASSED,PASSED,275.2,272,PASS,7/10/2024 7:25:46 AM
ZJ24010900010401RH6,122.114,5.00034,4.9998,PASSED,FAILED,FAILED,PASSED,297.6,-237.6, --- , 4.99956,5.00022,PASSED,PASSED,FAILED,PASSED,291.2,-226,FAIL,7/10/2024 7:27:38 AM
ZJ24010900010096RH6,118.95,5.00028,4.99973,PASSED,FAILED,PASSED,PASSED,335.2,260.4, --- , 4.99972,5.00011,PASSED,PASSED,PASSED,PASSED,313.6,292.8,PASS,7/10/2024 7:29:40 AM
ZJ24010900010103RH6,117.599,5.00006,4.99957,PASSED,FAILED,FAILED,PASSED,199.2,208, --- , 5.00036,4.99979,PASSED,FAILED,FAILED,PASSED,191.2,204.8,FAIL,7/10/2024 7:33:22 AM
