Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ24030130010027RH6,120.553,4.99952,5.0002,PASSED,PASSED,PASSED,PASSED,154,444, --- , 4.99996,5.00003,PASSED,PASSED,PASSED,PASSED,181.6,455.2,FAIL,6/22/2024 8:47:46 AM
ZJ24030130010022RH6,115.957,9.91E+34,9.91E+34,PASSING,PASSING,PASSING,PASSING,9.91E+46,9.91E+46, --- , 9.91E+34,9.91E+34,PASSING,PASSING,PASSING,PASSING,9.91E+46,9.91E+46,FAIL,6/22/2024 8:51:49 AM
ZJ24030130010095RH6,114.182,9.91E+34,9.91E+34,PASSING,PASSING,PASSING,PASSING,9.91E+46,9.91E+46, --- , 9.91E+34,9.91E+34,PASSING,PASSING,PASSING,PASSING,9.91E+46,9.91E+46,FAIL,6/22/2024 8:53:43 AM
ZJ24030130010095RH6,114.593,5.00056,4.99984,PASSED,PASSED,PASSED,PASSED,352.8,346.4, --- , 4.9996,4.99928,PASSED,PASSED,PASSED,PASSED,378.4,372.4,PASS,6/22/2024 8:57:38 AM
ZJ24030130010095RH6,115.138,4.99948,5.00012,PASSED,PASSED,PASSED,PASSED,358.4,362.4,PASS,6/22/2024 8:58:51 AM
ZJ24030130010046RH6,117.263,4.99996,4.99933,PASSED,PASSED,PASSED,PASSED,396,214, --- , 4.99972,4.99954,PASSED,PASSED,FAILED,FAILED,383.2,209.6,FAIL,6/22/2024 9:05:59 AM
ZJ24030130010056RH6,115.88,4.99952,5.00005,PASSED,PASSED,PASSED,PASSED,405.6,208, --- , 5.00004,5.00043,PASSED,PASSED,PASSED,PASSED,397.6,211.2,FAIL,6/22/2024 9:08:39 AM
ZJ24030130010096RH6,116.876,5.00044,4.99969,PASSED,PASSED,PASSED,PASSED,325.6,315.2, --- , 5.00024,5.00005,PASSED,PASSED,PASSED,PASSED,312.8,297.6,FAIL,6/22/2024 9:11:55 AM
ZJ24030130010048RH6,118.101,4.99992,4.99959,PASSED,PASSED,PASSED,PASSED,385.6,243.2, --- , 4.99984,4.99987,PASSED,PASSED,PASSED,PASSED,398.4,226.4,FAIL,6/22/2024 9:14:07 AM
ZJ24030130010027RH6,120.627,4.99984,5.00005,PASSED,PASSED,PASSED,PASSED,139.6,417.6, --- , 5.00026,4.99989,PASSED,PASSED,PASSED,PASSED,170.4,424,FAIL,6/22/2024 9:16:23 AM
